rank,release_date,title,production_cost,domestic_gross,worldwide_gross,opening_weekend,rating,genre,theaters,runtime,year,profit
380,2011-01-14,The Green Hornet,110000000,98780042,229155503,33526876.0,PG-13,Action,3584.0,118.0,2011.0,119155503
381,2016-09-21,Miss Peregrine’s Home for Peculiar Children,110000000,87242834,295986876,28871140.0,PG-13,Adventure,3835.0,126.0,2016.0,185986876
382,2011-10-07,Real Steel,110000000,85463309,263880341,27319677.0,PG-13,Action,3440.0,126.0,2011.0,153880341
383,2019-06-12,Men in Black: International,110000000,80001807,253020464,30035838.0,PG-13,Adventure,4224.0,118.0,2019.0,143020464
384,2010-06-11,The A-Team,110000000,77222099,177241171,25669455.0,PG-13,Action,3544.0,118.0,2010.0,67241171
385,2013-07-31,The Smurfs 2,110000000,71017784,348547523,17548389.0,PG,Adventure,3867.0,104.0,2013.0,238547523
386,2016-03-09,The Divergent Series: Allegiant,110000000,66184051,172022517,29027348.0,PG-13,Action,3740.0,120.0,2016.0,62022517
387,2009-06-12,The Taking of Pelham 123,110000000,65452312,152364370,23373102.0,R,Action,3077.0,106.0,2009.0,42364370
388,2013-10-25,Ender's Game,110000000,61737191,127983283,27017351.0,PG-13,Adventure,3407.0,114.0,2013.0,17983283
389,2004-04-02,Home on the Range,110000000,50026353,76482461,13880771.0,PG,Adventure,3058.0,76.0,2004.0,-33517539
390,1997-06-13,Speed 2: Cruise Control,110000000,48097081,150468000,16158942.0,PG-13,Action,2625.0,125.0,1997.0,40468000
391,2005-05-06,Kingdom of Heaven,110000000,47398413,218674938,19635996.0,R,Action,3219.0,148.0,2005.0,108674938
392,2017-03-23,Ghost in the Shell,110000000,40563557,167910690,18676033.0,PG-13,Action,3440.0,100.0,2017.0,57910690
393,2004-06-16,Around the World in 80 Days,110000000,24004159,72004159,7576132.0,PG,Adventure,2801.0,120.0,2004.0,-37995841
394,2003-11-21,Dr. Seuss’ The Cat in the Hat,109000000,101018283,133818283,38329160.0,PG,Adventure,3467.0,82.0,2003.0,24818283
395,2001-12-25,Ali,109000000,58183966,87683966,14710892.0,R,Drama,2521.0,158.0,2001.0,-21316034
396,2015-09-30,The Martian,108000000,228433663,653609107,54308575.0,PG-13,Thriller/Suspense,3854.0,130.0,2015.0,545609107
397,2016-11-20,Allied,106000000,40098064,119266661,12701743.0,R,Drama,3160.0,124.0,2016.0,13266661
398,2004-07-16,"I, Robot",105000000,144801023,348629585,52179887.0,PG-13,Action,3494.0,115.0,2004.0,243629585
399,1999-12-17,Stuart Little,105000000,140015224,298815224,15018223.0,PG,Adventure,3151.0,92.0,1999.0,193815224
400,2009-11-25,The Princess and the Frog,105000000,104400899,270997378,786190.0,G,Adventure,3475.0,97.0,2009.0,165997378
401,2008-03-07,"10,000 B.C.",105000000,94784201,269065678,35867488.0,PG-13,Adventure,3454.0,109.0,2008.0,164065678
402,2016-07-01,Ice Age: Collision Course,105000000,64063008,402156682,21373064.0,PG,Adventure,3997.0,100.0,2016.0,297156682
403,1997-11-07,Starship Troopers,105000000,54768952,121100000,22058773.0,R,Action,2971.0,129.0,1997.0,16100000
405,2017-09-19,Kingsman: The Golden Circle,104000000,100234838,408803696,39023010.0,R,Action,4038.0,141.0,2017.0,304803696
406,2000-06-09,Gone in 60 Seconds,103300000,101643008,232643008,25336048.0,PG-13,Action,3089.0,117.0,2000.0,129343008
407,2000-05-04,Gladiator,103000000,187683805,456435588,34819017.0,R,Action,3188.0,154.0,2000.0,353435588
408,2013-05-23,The Hangover 3,103000000,112200072,362000072,41671198.0,R,Comedy,3565.0,100.0,2013.0,259000072
409,2018-03-09,A Wrinkle in Time,103000000,100478608,133214549,33123609.0,PG,Adventure,3980.0,120.0,2018.0,30214549
410,2009-07-01,Public Enemies,102500000,97104620,212282709,25271675.0,R,Drama,3336.0,140.0,2009.0,109782709
411,2006-11-17,Casino Royale,102000000,167365000,594420283,40833156.0,PG-13,Action,3443.0,144.0,2006.0,492420283
412,2002-06-21,Minority Report,102000000,132024714,358824714,35677125.0,PG-13,Action,3001.0,144.0,2002.0,256824714
413,2018-12-13,Bumblebee,102000000,127195589,465195589,21654047.0,PG-13,Adventure,3597.0,114.0,2018.0,363195589
414,2012-10-26,Cloud Atlas,102000000,27108272,130673154,9612247.0,R,Drama,2023.0,172.0,2012.0,28673154
415,2002-11-15,Harry Potter and the Chamber of Secrets,100000000,262233381,875262553,88357488.0,PG,Adventure,3682.0,161.0,2002.0,775262553
416,1991-07-02,Terminator 2: Judgment Day,100000000,203464105,515376182,31765506.0,R,Action,2495.0,136.0,1991.0,415376182
417,1995-06-16,Batman Forever,100000000,184031112,336529144,52784433.0,PG-13,Action,2893.0,122.0,1995.0,236529144
418,2001-07-27,Planet of the Apes,100000000,180011740,362211740,68532960.0,PG-13,Adventure,3530.0,120.0,2001.0,262211740
419,2004-11-19,National Treasure,100000000,173005002,331323410,35142554.0,PG,Adventure,3243.0,130.0,2004.0,231323410
420,2012-12-25,Django Unchained,100000000,162805434,449841566,30122888.0,R,Western,3012.0,165.0,2012.0,349841566
421,2019-12-25,1917,100000000,159227644,370603379,576216.0,R,Thriller/Suspense,3987.0,119.0,2019.0,270603379
422,2010-12-22,Little Fockers,100000000,148438600,310650574,30833665.0,PG-13,Comedy,3675.0,98.0,2010.0,210650574
423,1994-07-15,True Lies,100000000,146282411,365300000,25869770.0,R,Action,2561.0,141.0,1994.0,265300000
424,2007-11-02,American Gangster,100000000,130164645,267985456,43565135.0,R,Drama,3111.0,157.0,2007.0,167985456
425,2009-09-18,Cloudy with a Chance of Meatballs,100000000,124870275,236827677,30304648.0,PG,Adventure,3119.0,90.0,2009.0,136827677
426,2010-08-06,The Other Guys,100000000,119219978,170936470,35543162.0,PG-13,Comedy,3651.0,97.0,2010.0,70936470
427,2004-12-17,Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,212956024,30061756.0,PG,Adventure,3623.0,107.0,2004.0,112956024
428,2013-12-25,The Wolf of Wall Street,100000000,116949183,389918903,18410067.0,R,Black Comedy,2557.0,165.0,2013.0,289918903
